name,lat,lon
307-05,50.449142,30.4653065
405-05,50.449142,30.4653065
421-05,50.449142,30.4653065
502-30,50.4425848,30.4460375
311-30,50.4425848,30.4460375
316/2-30,50.4425848,30.4460375
301-30,50.4425848,30.4460375
509-30,50.4425848,30.4460375
209-30,50.4425848,30.4460375
518-30,50.4425848,30.4460375
406-30,50.4425848,30.4460375
608-05,50.449142,30.4653065
318-05,50.449142,30.4653065
520-30,50.4425848,30.4460375
504-30,50.4425848,30.4460375
508-30,50.4425848,30.4460375
511-30,50.4425848,30.4460375
412-30,50.4425848,30.4460375
408-30,50.4425848,30.4460375
501-30,50.4425848,30.4460375
314-05,50.449142,30.4653065
306-05,50.449142,30.4653065
011-20,50.447054," 30.461190"
"120а-01",50.449306,30.460681
414-30,50.4425848,30.4460375
418-05,50.449142,30.4653065
216-05,50.449142,30.4653065
602-05,50.449142,30.4653065
610-05,50.449142,30.4653065
606-05,50.449142,30.4653065
211-05,50.449142,30.4653065
201-05,50.449142,30.4653065
203-05,50.449142,30.4653065
819-07,50.448603,30.457019
626-07,50.448603,30.457019
316-07,50.448603,30.457019
110-05,50.449142,30.4653065
508-05,50.449142,30.4653065
"4П-05",50.449142,30.4653065
522-05,50.449142,30.4653065
519-05,50.449142,30.4653065
213-05,50.449142,30.4653065
202-05,50.449142,30.4653065
404-30,50.4425848,30.4460375
506-30,50.4425848,30.4460375
215-05,50.449142,30.4653065
402-30,50.4425848,30.4460375
210-05,50.449142,30.4653065
604-05,50.449142,30.4653065
10-2-05,50.449142,30.4653065
706-05,50.449142,30.4653065
103-23,50.445937,30.4541672
402-22,50.4459415,30.4547315
707-22,50.4459415,30.4547315
702-22,50.4459415,30.4547315
206-22,50.4459415,30.4547315
601-22,50.4459415,30.4547315
622-22,50.4459415,30.4547315
412-22,50.4459415,30.4547315
405-22,50.4459415,30.4547315
403-22,50.4459415,30.4547315
416-22,50.4459415,30.4547315
407-22,50.4459415,30.4547315
103-22,50.4459415,30.4547315
413-22,50.4459415,30.4547315
409-22,50.4459415,30.4547315
209-22,50.4459415,30.4547315
205-22,50.4459415,30.4547315
502a-22,50.4459415,30.4547315
101-22,50.4459415,30.4547315
211-22,50.4459415,30.4547315
408-22,50.4459415,30.4547315
410-22,50.4459415,30.4547315
208-22,50.4459415,30.4547315
210-22,50.4459415,30.4547315
411-22,50.4459415,30.4547315
"510б-22",50.4459415,30.4547315
"510а-22",50.4459415,30.4547315
"510в-22",50.4459415,30.4547315
201-22,50.4459415,30.4547315
510-22,50.4459415,30.4547315
618-22,50.4459415,30.4547315
511-22,50.4459415,30.4547315
619-22,50.4459415,30.4547315
509-22,50.4459415,30.4547315
703-22,50.4459415,30.4547315
318-22,50.4459415,30.4547315
401-22,50.4459415,30.4547315
308-22,50.4459415,30.4547315
316-22,50.4459415,30.4547315
319-22,50.4459415,30.4547315
705-22,50.4459415,30.4547315
310-22,50.4459415,30.4547315
418-22,50.4459415,30.4547315
202-22,50.4459415,30.4547315
204-22,50.4459415,30.4547315
203-22,50.4459415,30.4547315
704-22,50.4459415,30.4547315
832-07,50.448603,30.457019
409-07,50.448603,30.457019
407-07,50.448603,30.457019
811-07,50.448603,30.457019
411-07,50.448603,30.457019
504-22,50.4459415,30.4547315
827-07,50.448603,30.457019
429-07,50.448603,30.457019
831-07,50.448603,30.457019
436-07,50.448603,30.457019
432-07,50.448603,30.457019
203-20,50.447054," 30.461190"
"166г-01",50.449306,30.460681
018-20,50.447054," 30.461190"
317-22,50.4459415,30.4547315
111-22,50.4459415,30.4547315
608-22,50.4459415,30.4547315
101-07,50.448603,30.457019
208-07,50.448603,30.457019
114-19,50.4480855,30.4585595
221-07,50.448603,30.457019
311-07,50.448603,30.457019
"220а-07",50.448603,30.457019
338-07,50.448603,30.457019
