id_campus,name,name_rozklad,url_rozklad,cathedra_id
4772,"ІС-з01","ІС-з01",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=3979a9d7-8c66-4c6a-a2e2-b8aaf8da1d8a,10120
10022,"ІС-з01мп","ІС-з01мп",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=50a2c7a1-18a0-4993-8a7a-c9327beb3192,10120
8770,"ІС-з91","ІС-з91",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=864416f1-0227-42d2-ab5a-560d186e340d,10120
10007,"ІТ-01","ІТ-01",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=90866879-d4b7-44b2-8d36-ee7fc33eef06,10121
10004,"ІТ-01мн","ІТ-01мн",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=8f6417fb-18c9-4cdb-94c8-b633a2882256,10121
10017,"ІТ-01ф","ІТ-01ф (АУТС)",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=23934cc5-4a15-4ab1-bd0d-f129a515fb4d,10121
10032,"ІТ-02","ІТ-02",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=a2dcfc09-88aa-42e5-a4f8-46117598e427,10193
10029,"ІТ-02мн","ІТ-02мн",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=22d8327c-c951-4a29-9a68-db484b706c4c,10193
10036,"ІТ-02ф","ІТ-02ф",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=16ba0dc5-d33e-490f-8015-590301a605a3,10193
10008,"ІТ-03","ІТ-03",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=acb12f37-bf63-41f1-9439-47ab2b1560b1,10121
10005,"ІТ-03мп","ІТ-03мп",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=11edfbf2-683f-4769-98d1-013a16712a1c,10121
10033,"ІТ-04","ІТ-04",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=ef2a7a41-1947-4f58-9c5d-1380ba3ffbd3,10193
10030,"ІТ-04мп","ІТ-04мп",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=49a2ddfc-8e81-43f6-ac71-1e23e9dc64f1,10193
7226,"ІТ-71","ІТ-71",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=5caeb887-adeb-4471-9339-117a932caa1d,10121
7228,"ІТ-72","ІТ-72",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=97b22090-a0c8-4e05-95a0-1008a219f83b,10193
7227,"ІТ-73","ІТ-73",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=530e5276-3950-4be2-b608-8544630ee12b,10121
7229,"ІТ-74","ІТ-74",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=9dad6e78-4a3a-42c7-82f7-58645b085cab,10193
8288,"ІТ-81","ІТ-81",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=88aaa7d3-8858-4a6b-8155-99acd1de8249,10121
8311,"ІТ-82","ІТ-82",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=149e2cce-91dd-4f18-add0-82da5b6d204c,10193
8289,"ІТ-83","ІТ-83",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=21f8b0ff-2bd4-4eed-bd92-a5ad19b09eb4,10121
8312,"ІТ-84","ІТ-84",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=34e6d27f-2aff-4636-a0cb-47c28d9362b1,10193
8754,"ІТ-91","ІТ-91",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=f8afa27a-6e5f-4a1f-8e85-7c3d4219f8a3,10121
8760,"ІТ-91ф","ІТ-91ф",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=a16213f9-b582-406f-87db-f52c6aec071d,10121
8782,"ІТ-92","ІТ-92",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=0f46c80e-d38b-40aa-b27d-ec017ecfb8be,10193
8787,"ІТ-92ф","ІТ-92ф",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=8d0fe686-7d22-4de7-bfc7-90736b596afe,10193
8755,"ІТ-93","ІТ-93",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=231e831e-8f31-43a8-9a22-0b48d10a52a7,10121
8783,"ІТ-94","ІТ-94",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=e1519e33-babf-48ad-a434-66b8d07923d3,10193
10010,"ІТ-з01","ІТ-з01",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=a905b2a5-a1cb-4675-ac52-944a74c09685,10121
10035,"ІТ-з02мп","ІТ-з02мп",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=b3864ffb-3acb-4554-a20d-8c0329140672,10193
10011,"ІТ-з03мп","ІТ-з03мп",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=8cd57288-7107-458e-bcd9-e19ba894a768,10121
7233,"ІТ-з71","ІТ-з71",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=3de511a3-d038-45c8-b67e-312264133caf,10121
8292,"ІТ-з81","ІТ-з81",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=d9ad19ce-ce4e-40e8-95cf-f2ea8f3a40bc,10121
8758,"ІТ-з91","ІТ-з91",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=ead73453-6f95-4fb4-9ad5-35e111d49525,10121
10015,"ІТ-з91ф","ІТ-з91ф",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=f847311b-0304-4f2f-9b17-975a8d7c27b1,10121
9680,"АЛ-01","АЛ-01",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=1628d0f9-c14c-4379-81fd-5eed2e87679c,12746
9665,"АЛ-01мп","АЛ-01мп (АР)",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=cdbffc07-4ff6-4db3-b790-dba744d956a6,12746
9679,"АЛ-02","АЛ-02",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=fc1d48a1-8b69-4089-91c1-01880db7cbab,12746
9681,"АЛ-03","АЛ-03",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=1f53c3e4-1ae1-40c2-b6e9-fff8be168edc,12746
9256,"АЛ-91","АЛ-91",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=ce683741-4e4b-4728-ae77-1a95396f4d15,12746
9667,"АЛ-93","АЛ-93",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=7c408f0f-ada0-4292-824a-070b8d92f2b3,12746
9668,"АЛ-94","АЛ-94",http://rozklad.kpi.ua/Schedules/ViewSchedule.aspx?g=9199f688-9047-4c1b-b8c7-82c0defe6860,12746
