uuid,name,faculty_id
0f46c80e-d38b-40aa-b27d-ec017ecfb8be,ІТ-92,10106
8d0fe686-7d22-4de7-bfc7-90736b596afe,ІТ-92ф,10106
231e831e-8f31-43a8-9a22-0b48d10a52a7,ІТ-93,10106
e1519e33-babf-48ad-a434-66b8d07923d3,ІТ-94,10106
7f434971-647e-47bb-be76-71b9fee80d5b,АК-01,
92a81c8b-d147-435f-af3e-b1196d5e49b0,АК-01мп,
bfa4838a-140c-41e6-bed0-ea1f0bb41db4,АК-02,
f4a90795-6351-435f-8884-28420a8f7397,АК-04,
2245fa16-5b6d-4d62-b344-0efd6ab6e130,АК-91,
1628d0f9-c14c-4379-81fd-5eed2e87679c,АЛ-01,12743
5a504157-af01-46e9-9d60-95389c3f44ac,АЛ-01ф,
fc1d48a1-8b69-4089-91c1-01880db7cbab,АЛ-02,12743
1f53c3e4-1ae1-40c2-b6e9-fff8be168edc,АЛ-03,12743
ce683741-4e4b-4728-ae77-1a95396f4d15,АЛ-91,12743
c047aa21-aae8-4a57-9748-392c8f645e35,АЛ-91ф,
7c408f0f-ada0-4292-824a-070b8d92f2b3,АЛ-93,12743
9199f688-9047-4c1b-b8c7-82c0defe6860,АЛ-94,12743
31a5a178-8e00-4d5d-bd57-f4bdca30c3f2,АЛ-з01,12743
ba4ac418-3464-4466-94c5-44e7a92b09dc,АЛ-з91 (АР),12743
21c4b17b-ae30-4064-86f0-71bb38fb8439,АЛ-п01,12743
3000e32d-0f15-48ac-aa4e-2b3e0df460f5,АМ-01,12046
5ffd5a2d-f80b-4e2e-8c82-933c5f6b13a8,АМ-71,12046
12895129-581a-42c4-ba36-253fdc169322,АМ-91,12046
34a0f7b4-3901-4990-b32f-fa406651ba7a,АС-01мп,12743
7e484b96-0370-440d-85c7-bef4a4b67ce9,АС-01ф,12743
c9bea592-7a26-41e3-aae4-9f5b38a4e8ea,АС-02,12743
eb75ebc0-2e4b-4ef2-9735-790f45ec123c,АС-91,12743
cb730dc9-4e1f-4636-9aab-95205a1cd89c,АС-91ф,12743
24c1b569-99e0-40fc-89f5-400d68114f44,АС-92,12743
bbd119e6-e09f-4b1f-9b9a-9860bad5c3ba,АС-з01мп,12743
74eb7caa-5bc8-4352-b73c-6e8c1853f68b,АС-п01 (СКЛА),12743
0282ac1f-e9c1-4029-8afa-4d37794cbefc,АС-п91,12743
a2ff3b3a-244c-4464-a8ff-e5bb64b266ca,АТ-01,10218
7c8ca04e-5420-47f0-b855-08289f5e84a5,БІ-01,10103
20ee4443-210a-46b8-b989-b2acf333c47f,БІ-01мн,10103
482af8dd-ba5b-4b8b-9f98-d4330160a323,БІ-01мп,10103
c4c132d7-7f05-429f-a3cc-5edf620629be,БІ-71,10103
55954684-e8e6-429f-a18f-bcf49a82cfa0,БІ-81,10103
f117f614-535b-4dfa-9134-1533771e4247,БІ-91,10103
2800f1e9-69b8-44ba-9bb6-42fa8f31c1be,БЕ-01,10103
a28d1616-d547-4d0f-8b22-5afff6a00ab3,БЕ-01мн,10103
d73a15f5-ad2f-4700-ae7a-29d318fc78b3,БЕ-01мп,10103
a4569594-5e56-4f55-bd08-669b8196a622,БЕ-01ф,10103
2a540f81-d7ab-486b-8ad5-c4e951536329,БЕ-71,10103
a6d7b7fa-c6a6-4e47-a102-c0987d05da4d,БЕ-81,10103
cdb6d481-d6d1-479d-9777-619312640a6e,БЕ-91,10103
ee594916-2439-4d9c-ab15-069756af7a3d,БМ-01 (),12194
44b492ba-d959-449d-b67c-decb3f41d603,БМ-01 (),10103
3f7fda97-e139-437a-8743-07062a0f2946,БМ-01мн,10103
1b70c24e-915c-4866-9fae-376e102d608e,БМ-01мп (БМІ),12194
9e6cf469-57c8-4ec7-ad08-44dd699f90f0,БМ-01мп (БІ),
6876f5c6-50fc-4566-bd08-46d2971e0d98,БМ-02,12194
a460219d-f173-4953-8dc6-e477e2a0c8d6,БМ-03і,
5943b8cb-4498-4b77-96e9-57ab210de627,БМ-71 (БМІ),12194
623d3bbb-cfcd-4322-adc7-764f94ac82fb,БМ-71 (БІ),
279001b9-57ea-4a1a-9b1d-01ed01912a3e,БМ-72,12194
3e48a871-42b0-43fc-a436-82cb9c3e3cf0,БМ-81 (БМІ),12194
b4a0dd17-920b-4a7a-b6e5-28327ebee9b9,БМ-81 (БІ),
9a6246af-ea30-4bf0-a252-c924d445e4ec,БМ-82,12194
81a79283-f307-4bd1-934f-f029e26db979,БМ-91 (БМІ),12194
ddd93b77-600b-476d-972d-8d4171f434ea,БМ-91 (БІ),
83b3508d-37e8-4f12-8fcd-ea3d8243d6da,БМ-92,12194
95723e6a-1782-4f97-b9dd-fcd01a62a3ae,БМ-93і,
da00213f-ad35-4df8-ae41-b5811b8c015b,БП-71,12194
0d4c9d2c-cd7b-4935-961c-766d0346c20b,БП-81,12194
47ea53e6-37b1-4533-8dee-8670684ba125,БП-91,12194
675d9088-320c-43ab-be7b-7e2e6ad357d8,БР-01,12194
4114d07c-a9aa-4e53-82f4-b496886bfd32,БР-01мп,12194
3003e684-fc51-409b-a8dd-050e2b0fa3f5,БР-01ф,12194
55688408-64e4-46c7-8044-a79fb25e44e2,БР-02,12194
396e434a-17f8-48ae-9fa5-a52da2367449,БР-71,12194
e63253cb-2c42-4f29-ba3f-43a3c37e3398,БР-81,12194
7002ef84-b392-4984-930d-5081ec89d88e,БР-91,12194
7735c129-9e30-443f-971e-b7f3e51df9e9,БР-91ф,12194
4cad406c-7f6d-4ca9-8484-99d3924fa9ce,БР-п01,12194
fb6fac64-d717-44d5-898b-e90cb43a9402,БР-п81,12194
da90e14d-fcf4-44af-baed-eb29f25f5561,БР-п91,12194
e1db1e7b-5db6-47e8-aba1-d155407379ca,БС-01,12194
c01f5b08-782c-4e28-bb2e-4d769d75cb7a,БС-01мн,12194
e870ffe2-777f-433b-bfba-c0f5405d1026,БС-01мп,12194
ac851b09-34a9-41ff-8783-079603828504,БС-02,12194
a6a2dd79-e656-4c5d-9068-39ed497d474c,БС-03,12194
1f8e5f6e-a8d4-4655-ab19-d05121abe577,БС-04,12194
68bcfa63-ee61-4f59-9989-e7f657c06146,БС-71,12194
a9717f4f-e6cf-4c9e-ac52-c41d5afc8b3e,БС-72,12194
1ce8c8c0-26ad-442d-9b9b-d19e3da46fc7,БС-73,12194
eef90101-3676-426d-aceb-9158288c18eb,БС-81,12194
4e3e1013-33e7-415c-af19-9250b29b0116,БС-82,12194
2f247032-b433-4ce2-8959-2552ec09d70c,БС-83,12194
ff3c7d4f-d36a-4e3f-a7bf-d71d6186639d,БС-91,12194
3abe8b85-fa46-4077-94c9-5d8cb4efef41,БС-92,12194
f6938eb0-9147-40fd-b5b4-967afd3a2837,БС-93,12194
a776169a-3230-47ca-9d68-e1b9f5603ccb,БТ-01,10103
ad9c3328-b51f-4195-bdb8-af86ed416e5b,БТ-01мн,10103
a8681cfe-969c-47e7-a8ef-b2f7c7c5687a,БТ-01мп,10103
34aa1c0f-f87b-42de-bfc1-f3e4dac9c4ca,БТ-01ф,10103
d51599a5-54dc-4cb0-9ceb-48ef92acda55,БТ-02,10103
ff5c1a87-654f-4366-8f6c-25a3c4ed196f,БТ-02ф,10103
dd1c4db4-94fa-4dbf-b02f-27d07f418859,БТ-71,10103
1200cc60-77e9-4ce6-b170-63c50cdbf356,БТ-72,10103
8a8fc35d-f5e8-4656-8c57-4d3629349b7b,БТ-81,10103
8312d85f-a5d5-4d0b-891a-f91a5d03eaad,БТ-82,10103
d140d81c-0a72-46c2-93d2-2ada9b32198d,БТ-91,10103
ff2cd703-1123-4f0c-8ce5-221cf374f8bc,БТ-92,10103
e442b6d7-01af-47e7-bdbf-0c12966db489,БФ-01,12194
bcd3de04-24f3-44f6-ad2f-230b65849d23,БФ-01мп,12194
9112f2a7-95df-4de8-b720-a116b2f4f46d,БФ-91,12194
c9a95069-8035-4837-b13a-086433afdd03,ВА-71,10099
b384d175-d22e-4682-a952-8cf92529b886,ВВ-71,10099
f4952ebf-cb54-4967-a974-6074b18701df,ВЛ-71,12743
6b45cd83-bc0f-4bfb-84bc-a6f7f9559d90,ВЛ-72,12743
51be1a9d-6e2b-495d-872a-197e48c8f458,ВЛ-73,12743
c75534fd-2903-4eff-bc8f-32ed0f8676d4,ВЛ-81,12743
b1b5fd81-cd2c-47ca-b790-101c51e4a6a6,ВЛ-82,12743
bddd2fc3-4b4b-444f-a5f6-c19de239b7c8,ВЛ-83,12743
da2d5d2f-1386-4658-a53f-b48ad6238614,ВЛ-п81,12743
991a0731-ac9b-4803-8c8e-c226bb9f3376,ВЛ-п84,12743
5bdb4b3c-7956-43c1-8da6-14fa0cebbda4,ДА-01,10216
f491fc38-6a9c-4255-bdf1-65850b5780b8,ДА-01мн,10216
da0a0bb9-e13e-4d4b-b845-6940fba47c29,ДА-02,10216
50e6936f-9e36-40f7-b6c9-02d04186fab4,ДА-03,10216
1a61ef22-816f-422c-b061-3b0fc77c3269,ДА-71,10216
5ca4eb1b-f33a-42e3-878e-24eec773a96d,ДА-72,10216
413a23ba-0e2e-4716-bd60-9002fb6bd109,ДА-81,10216
b7a89d46-7d08-4b1d-b40d-84ff94ecb96c,ДА-82,10216
8085911b-79f7-4c1b-b912-aef5fb3bc886,ДА-91,10216
c0e0e495-841a-46e8-9b61-3515b3a6958a,ДА-92,10216
5bec7473-bb8b-4827-b0e6-8ba3b7bcce28,ДА-з01мп,10216
6ebccadf-411e-4a35-a16e-1e726d3b845e,ДВ-01,10105
9c00afdf-77f6-4d8f-b821-8195dc89033b,ДВ-01мн,10105
2de3c989-a3be-4c86-8678-1577fec11e75,ДВ-01мп,10105
10a9c2dc-99ca-4c1b-8c29-34e12d5f38e7,ДВ-91,10105
76361554-de2a-46d3-bb9f-44735a1acb45,ДВ-91мн (АМЕС),10105
0832eb39-f709-48fc-a261-08a4f709421f,ДВ-91ф (АМЕС),10105
8ae3328f-f289-4279-8229-f8b9eb979b03,ДВ-п01,10105
65e1da48-2dae-4341-aceb-827a9d339920,ДВ-п91 (АМЕС),10105
d4557a52-6499-4366-9460-9deccecee667,ДГ-01,10105
79561d77-0a3a-49e3-aadd-de88db5f066a,ДГ-01мн,10105
198df74a-b529-40da-8a50-49d550777136,ДГ-01мп,10105
7d1e69d7-6c6b-49f7-ae1e-4a7583543725,ДГ-01ф,10105
3a01bbb1-2d9b-412d-a832-bf9d5aedcd82,ДГ-71,10105
44e13e72-3f24-46b7-9d19-13dd2f1f7263,ДГ-72,10105
89a385d9-a264-4981-aa91-d7e12eb14730,ДГ-81,10105
d6c15799-895f-48ff-8fef-620ec5f11e3e,ДГ-91,10105
5e2ea00b-cc5e-464f-883b-558383b17687,ДГ-91ф,10105
7a426625-cd71-4e37-8484-3cd439c854c7,ДЕ-01,10105
68b3ccff-88ea-43c6-a608-c78ddde78016,ДЕ-01мн,10105
3294179d-7248-4210-b30c-1c1f2162b280,ДЕ-01мп,10105
20235185-2848-45c9-b1fa-8ba74a3250aa,ДЕ-71,10105
c9b132ee-c3a4-4d34-9aeb-b9d982f661ea,ДЕ-81,10105
1a8ed785-6ee6-4094-aae4-adb9bde2d924,ДЕ-91,10105
83d04309-13bf-4f0b-a2c4-bb845305a595,ДЕ-п91,10105
b7e266c0-7920-457e-96b0-2006b03dc899,ДК-01,10105
c512c69c-703d-4db3-a6f1-a993668c2726,ДК-01мн,10105
af2ef4bc-b939-49fe-8d7f-6725e5407bd5,ДК-01мп,10105
0d24c3cd-d6fd-4fd8-9f08-e9983e9dc65b,ДК-01ф,10105
73a7b040-a248-477c-91c0-90b794d00081,ДК-02,10105
7c7dffdd-9190-4860-9a10-3b2a91ca300e,ДК-71,10105
343c136e-2e1a-40ab-b190-599d8f41fec7,ДК-72,10105
83091ce6-db6e-4e3b-8499-d09eca6e1dda,ДК-81 (КЕОА),10105
17ca10e2-d94a-488d-833b-2ce6a0c166a4,ДК-82 (КЕОА),10105
c3b5e1ef-490f-4f53-950b-e7e8a6128cb8,ДК-91,10105
ed80867c-0996-4ae3-9ed9-57da9eaad160,ДК-91ф,10105
4553b19f-369d-441f-be50-759c23518058,ДК-92,10105
06030187-1d3c-4e3e-9a7a-2717c01f9fd7,ДМ-01,10105
6b7c01e8-3cc8-4817-bdc4-c87cd8cfa0ae,ДМ-01мн,10105
d10c7e7d-2707-427a-99e6-8ead0b44febd,ДМ-01мп,10105
9b49b850-a33d-4f95-8443-1834bd1285a8,ДМ-01ф,10105
f3e92479-ad21-450a-a2b6-5b10c611a929,ДМ-02,10105
64dfc88e-3450-4c5e-ae23-8e554822d705,ДМ-71,10105
a1c462ff-b6c7-4c7e-9198-bde774f33646,ДМ-72,10105
dcd60848-1f3a-4ebe-9df9-64bae8868618,ДМ-81,10105
d7ba0143-220f-48cf-94ff-b8bf2ea68d36,ДМ-82,10105
09bb7d79-1b75-4f04-817e-f2d656f86695,ДМ-91,10105
3a97c887-856f-40ee-8ab3-ed212cdb7437,ДМ-91ф,10105
c1d49603-34f8-4d2e-a75c-db3f1dd356be,ДМ-92,10105
95181308-6e1d-4257-a531-1914168e773c,ДП-01,10105
62d3b7e9-471a-44d2-a7d4-b5003a713131,ДП-01мн,10105
02a3f7cc-627e-4510-906f-fa95454d64d2,ДП-01мп,10105
9e86607c-3afd-4489-9124-695484a734e6,ДП-01ф,10105
90a2dfce-d27d-4f64-8fb1-641c6f633872,ДП-02,10105
ca058d38-6ebf-46bb-ae3a-57dd18d59d37,ДП-71,10105
f2cdd9d6-8b8c-4e46-8623-168cd3c7d788,ДП-72,10105
25492a7d-1434-472f-984b-8c43754bede0,ДП-81,10105
297a5b49-46da-4897-a1a3-e3a8da3045bb,ДП-82,10105
1bb48f0a-f671-4386-87b3-c191ae587317,ДП-91,10105
a963471a-2811-4268-9a98-3a51de044479,ДП-91ф,10105
d6157229-6e77-4269-939f-dea9a461c14e,ДП-92,10105
b9a6c46e-ab4b-47c1-bc02-662f9a160b69,ДС-01,10105
e6373bd7-f226-4f75-a7ee-d7e28c77f7d9,ДС-01мн,10105
5703f2b7-463e-4219-a8a3-5807a8d320b2,ДС-01мп,10105
ce18b4e4-b408-430a-b92f-b5fb02eac014,ДС-01ф,10105
49d11665-3b0e-4582-84f5-255b2264323e,ДС-71,10105
3d9212e2-be85-4a5d-891e-8c68116dc63c,ДС-81,10105
a8b4bedc-6238-4c53-b2a5-fa7916367df5,ДС-91,10105
4d393af4-2f3a-4571-9224-8b43bb601c5a,ДС-91ф,10105
4c62561f-679e-4574-a1a4-0ae9f3514d8c,ЕВ-01,10104
e846376b-4bbb-430b-acaf-8798e98f0834,ЕВ-81,10104
ba0c0f9c-39ca-4552-8467-e57d7d6f67be,ЕВ-91,10104
0b2fb0f4-a830-4a94-aceb-a41cb7537658,ЕД-01,10104
714a736e-ad10-4365-9156-9aebea080e9e,ЕД-01мн,10104
e84cad8b-f682-44b8-9383-41049f870ac0,ЕД-01мп,10104
5cf09a22-c7ce-419b-b3d5-806e82dfcfbf,ЕД-71,10104
0da5d0a3-8ca5-4d55-810b-5f5d633dbf7f,ЕД-81,10104
1c48a746-04ff-41f1-86b3-bf84c967d32c,ЕД-91,10104
dc6d2fb1-b185-455e-b5a2-785a1520bb96,ЕК-01,10104
7862e662-1cfd-4ad2-87f7-8fa75be8db5b,ЕК-01мн,10104
883f7a2f-15f2-430e-96e0-c8b2151cc8c6,ЕК-01мп,10104
fd6569ca-c22e-4ecf-83c4-343f8ba9724c,ЕК-71,10104
e3a25c3d-c3ea-4027-9b2e-fec7badf15ef,ЕК-81,10104
d3ff70ab-0f68-4fec-bb4a-b5e1d0eb332a,ЕК-91,10104
51f545b5-7379-4e2d-b420-c42ccc406986,ЕК-п81,10104
4099d1aa-9a5b-483f-b0b4-c9cc8c220345,ЕК-п91,10104
9eb5d4c7-454e-4fd9-8900-b086bf559809,ЕМ-01,10104
eae75463-426f-449c-a5e1-da377095c1ad,ЕМ-01мн,10104
53682ee0-0d9b-4861-98f4-23391d14419c,ЕМ-01мп,10104
243e195c-2958-4b26-a045-31076815754b,ЕМ-71,10104
1674031c-37e2-4b66-8d9a-39dfb18531a2,ЕМ-81,10104
db0d366f-f920-40d0-bdd5-d4ec312c004d,ЕМ-91,10104
d03da98a-66ed-4f22-8d1b-0bd7ef09a762,ЕМ-п01,10104
dcb13111-3982-4752-8f88-eaceb4a82392,ЕМ-п81,10104
f15b8709-34d2-43dc-90d5-a5feabe7a0a0,ЕМ-п91,10104
c6dc4634-d968-4712-8831-c48b72f83f64,ЕП-01,10104
27b1fe87-7668-40bc-8eae-274b49d8777c,ЕП-01мн,10104
376f35e6-df56-4d4f-a78a-adb3106821e1,ЕП-01мп,10104
a1b666ee-ed23-4531-ab49-457ae08caddb,ЕП-02,10104
00ab490b-74bf-4517-9960-2e7ccc6c1353,ЕП-71,10104
1ec0a2c0-2f09-490d-98bb-b21fc466ac46,ЕП-72,10104
012036b7-2a4d-439c-abd9-3269568dfb21,ЕП-81,10104
3a8b837e-abb0-4417-bc42-0d8228435306,ЕП-82,10104
bb0cd871-b054-40d3-831a-e702d8610a6d,ЕП-91,10104
d6f46aeb-1334-47a3-90fc-fb6ebea91aa0,ЕП-92,10104
2d921528-94ef-4dca-b9b3-fb40b21ce342,ЕП-п01,10104
e3df2aa8-a861-44d9-a41a-884fc626468f,ЕП-п81,10104
d595d499-1337-4dc2-bda8-a7a1b71464cc,ЕП-п91,10104
b6ab630b-47e0-45e2-a59b-fe7ae555c254,ЕС-01,10104
a7dd2bb4-ee28-4d38-8225-940f2eabb9da,ЕС-01мн,10104
27ae0d45-05ed-4f9c-b44c-b6279bf5c13a,ЕС-01мп,10104
ad66b446-3e67-49ad-a7fa-98dc6e035a98,ЕС-02,10104
f8000c0a-8986-401c-b81a-192df1b8714b,ЕС-71,10104
eac92dab-b2a3-4fa3-96f3-b247b0e27c01,ЕС-72,10104
ae1d4634-4e46-4daf-8846-7b0c08139830,ЕС-81,10104
299c5860-985b-44e5-af07-3ff0a2b5bfdf,ЕС-82,10104
b225ed22-e851-417e-87ed-c9b2a7773fe7,ЕС-91,10104
f97e6706-5141-4aee-bd97-664573563fe2,ЕС-92,10104
5260a82c-1fc6-4fff-bc64-6beef4811802,ЕС-п01,10104
